,Título,Título_original,Genero,Idioma,Actores,Colección/Saga,Duración(min),Lanzamiento,Estado,Origen,Nota,Votos,Ingresos,Presupuesto,Beneficios,id
1253,Ejército de los ladrones,Army of Thieves,"['Acción', 'Suspense', 'Crimen', 'Comedia']","['Georgian', 'Czech', 'French', 'German', 'English']","['Matthias Schweighöfer', 'Nathalie Emmanuel', 'Ruby O. Fee', 'Stuart Martin', 'Guz Khan', 'Jonathan Cohen', 'Noémie Nakai', 'Christian Steyer', 'Dan Bradford', 'Tonya Graves']",True,127,2021-10-29,Ya en cines,['US'],6.844,1897,46900000,30000000,16900000,796499
1254,The American Society of Magical Negroes,The American Society of Magical Negroes,"['Fantasía', 'Comedia']",['English'],"['Justice Smith', 'Gillian Vigman', 'David Alan Grier', 'Eric Lutz', 'Kees DeVos', 'An-Li Bogan', 'Drew Tarver', 'Michaela Watkins', 'Rupert Friend', 'Nicole Byer']",False,105,2024-03-15,Ya en cines,['US'],4.5,46,2480645,0,2480645,1039773
1255,¡Socorro! Ya es Navidad,National Lampoon's Christmas Vacation,['Comedia'],['English'],"['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn', 'Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn']",True,97,1989-11-30,Ya en cines,['US'],7.2,2245,71300000,27000000,44300000,5825
1256,El Viaje,A Journey,['Drama'],['Tagalog'],"['Paolo Contis', 'Patrick Garcia', 'Kaye Abad', 'Jimmy Santos']",False,115,2024-04-13,Ya en cines,['PH'],8.909,11,0,0,0,1260916
1257,Peter Rabbit,Peter Rabbit,"['Animación', 'Aventura', 'Familia']",['English'],"['James Corden', 'Rose Byrne', 'Domhnall Gleeson', 'Margot Robbie', 'Elizabeth Debicki', 'Daisy Ridley', 'Colin Moody', 'Sam Neill', 'Marianne Jean-Baptiste', 'Felix Williamson']",True,95,2018-02-07,Ya en cines,"['AU', 'US']",6.67,1704,351266433,50000000,301266433,381719
1258,El francotirador de Donbás,Снайпер. Білий ворон,"['Bélica', 'Acción', 'Drama']","['Spanish', 'Russian', 'Ukrainian']","['Pavlo Aldoshyn', 'Maryna Koshkina', 'Andrii Mostrenko', 'Roman Semysal', 'Roman Yasinovskyi', 'Oleh Shulha', 'Yehor Kozlov', 'Yevhen Chernykov', 'Vadym Kurylko', 'Zakhar Shadrin', 'Pavlo Aldoshyn', 'Maryna Koshkina', 'Andrii Mostrenko', 'Roman Semysal', 'Roman Yasinovskyi', 'Oleh Shulha', 'Yehor Kozlov', 'Yevhen Chernykov', 'Vadym Kurylko', 'Zakhar Shadrin']",False,120,2022-05-03,Ya en cines,['UA'],7.629,638,881,1000000,-999119,966220
1259,Tú a Londres y yo a California,The Parent Trap,"['Comedia', 'Familia', 'Romance']","['Italian', 'French', 'English', 'Spanish']","['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter', 'Simon Kunz', 'Polly Holliday', 'Maggie Wheeler', 'Ronnie Stevens', 'Erin Mackey', 'Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter', 'Simon Kunz', 'Polly Holliday', 'Maggie Wheeler', 'Ronnie Stevens', 'Erin Mackey']",False,128,1998-07-28,Ya en cines,['US'],7.187,3978,92108518,15000000,77108518,9820
1260,Dark Light,Dark Light,"['Misterio', 'Terror']",['English'],"['Damian Chapa', 'Natalia Ortega', ""Luke O'Brien Chapa"", 'Mark McCreary', 'Estefania Villaespesa', ""Gabriel O'Brien Chapa"", 'Richard Carrington', 'Fay Lawrence-Grant', 'Franky Lankester', 'Hadleigh Maddock']",False,91,2021-09-08,Ya en cines,['US'],5.7,3,0,0,0,993049
1261,El exorcismo de Emily Rose,The Exorcism of Emily Rose,"['Crimen', 'Drama', 'Terror', 'Suspense']",['English'],"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh', 'Mary Beth Hurt', 'Colm Feore', 'Henry Czerny', 'Shohreh Aghdashloo', 'Duncan Fraser', 'Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh', 'Mary Beth Hurt', 'Colm Feore', 'Henry Czerny', 'Shohreh Aghdashloo', 'Duncan Fraser']",False,119,2005-09-09,Ya en cines,['US'],6.571,2666,145166804,19000000,126166804,8643
1262,La estafa (Bad Education),Bad Education,"['Drama', 'Crimen', 'Historia']",['English'],"['Hugh Jackman', 'Allison Janney', 'Geraldine Viswanathan', 'Alex Wolff', 'Rafael Casal', 'Stephen Spinella', 'Annaleigh Ashford', 'Ray Romano', 'Hari Dhillon', 'Jeremy Shamos']",False,108,2019-09-08,Ya en cines,['US'],6.744,640,0,0,0,530723
1263,Vaguito,Vaguito,"['Drama', 'Familia', 'Historia']",['Spanish'],"['Julián Legaspi', 'Fernando Arze', 'Fiorella Rodríguez', 'Daniela Darcourt', 'Gina Palma', 'Américo Zúñiga']",False,0,2024-04-18,Ya en cines,['PE'],0.0,0,0,0,0,1242943
1264,Moonraker,Moonraker,"['Acción', 'Aventura', 'Suspense', 'Ciencia ficción']","['English', 'Italian']","['Roger Moore', 'Lois Chiles', 'Michael Lonsdale', 'Richard Kiel', 'Corinne Cléry', 'Bernard Lee', 'Geoffrey Keen', 'Desmond Llewelyn', 'Lois Maxwell', 'Toshirô Suga']",True,126,1979-06-26,Ya en cines,"['US', 'GB']",6.155,1867,210308099,34000000,176308099,698
1265,Primer,Primer,"['Ciencia ficción', 'Drama', 'Suspense']","['English', 'French']","['Shane Carruth', 'David Sullivan', 'Casey Gooden', 'Anand Upadhyaya', 'Carrie Crawford', 'Jay Butler', 'John Carruth', 'Juan Tapia', 'Ashley Warren', 'Samantha Thomson']",False,79,2004-10-08,Ya en cines,['US'],6.774,2062,545436,7000,538436,14337
1266,El jorobado de Notre Dame,The Hunchback of Notre Dame,"['Drama', 'Animación', 'Familia']","['Latin', 'English']","['Tom Hulce', 'Demi Moore', 'Heidi Mollenhauer', 'Tony Jay', 'Kevin Kline', 'Charles Kimbrough', 'Mary Wickes', 'Jane Withers', 'Jason Alexander', 'Paul Kandel']",True,91,1996-06-21,Ya en cines,['US'],7.1,4815,325300000,100000000,225300000,10545
1267,Reza por el diablo,Prey for the Devil,"['Terror', 'Suspense']",['English'],"['Jacqueline Byers', 'Colin Salmon', 'Christian Navarro', 'Lisa Palfrey', 'Nicholas Ralph', 'Ben Cross', 'Virginia Madsen', 'Tom Forbes', 'Velizar Binev', 'Owen Davis']",False,93,2022-10-23,Ya en cines,['US'],6.968,849,37655699,0,37655699,676547
1268,Trolls,Trolls,"['Familia', 'Animación', 'Fantasía', 'Aventura', 'Comedia', 'Música']",['English'],"['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse', 'Christine Baranski', 'Russell Brand', 'James Corden', 'Jeffrey Tambor', 'Ron Funches', 'Aino Jawo']",True,95,2016-10-13,Ya en cines,['US'],6.7,3470,347337803,125000000,222337803,136799
1269,Insidious: Capítulo 3,Insidious: Chapter 3,"['Terror', 'Suspense', 'Misterio']",['English'],"['Stefanie Scott', 'Lin Shaye', 'Dermot Mulroney', 'Leigh Whannell', 'Angus Sampson', 'Steve Coulter', 'Hayley Kiyoko', 'Tom Gallop', 'Tate Berney', 'Corbett Tuck']",True,98,2015-05-28,Ya en cines,"['CA', 'US']",6.28,3239,112983889,10000000,102983889,280092
1270,Un plan sencillo,A Simple Plan,"['Crimen', 'Drama', 'Suspense']",['English'],"['Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda', 'Brent Briscoe', 'Jack Walsh', 'Chelcie Ross', 'Becky Ann Baker', 'Gary Cole', 'Bob Davis', 'Peter Syvertsen']",False,121,1998-12-11,Ya en cines,['US'],7.172,852,16316273,17000000,-683727,10223
1271,GANTZ:O,GANTZ:O,"['Ciencia ficción', 'Acción', 'Animación']",['Japanese'],"['Yuki Kaji', 'Daisuke Ono', 'Saori Hayami', 'Mao Ichimichi', 'Masaya Onosaka', 'Kenjiro Tsuda', 'Shuichi Ikeda', 'Teruaki Ogawa', 'Kaku Tomohiro', 'Masane Tsukayama']",True,96,2016-10-14,Ya en cines,['JP'],7.3,728,2238600,0,2238600,396263
1272,Naruto Shippuden 1: La Muerte de Naruto,劇場版 NARUTO -ナルト- 疾風伝,"['Animación', 'Acción', 'Fantasía']",['Japanese'],"['Junko Takeuchi', 'Chie Nakamura', 'Yōichi Masukawa', 'Koichi Tochika', 'Ayumi Fujimura', 'Yoshinori Fujita', 'Daisuke Kishio', 'Fumiko Orikasa', 'Miyuki Sawashiro', 'Katsuyuki Konishi']",True,94,2007-08-04,Ya en cines,['JP'],7.432,826,10000000,0,10000000,20982
1273,El dragón de los deseos,Wish Dragon,"['Animación', 'Familia', 'Comedia', 'Fantasía']","['Mandarin', 'English']","['Jimmy Wong', 'John Cho', 'Constance Wu', 'Natasha Liu Bordizzo', 'Jimmy O. Yang', 'Aaron Yoo', 'Will Yun Lee', 'Bobby Lee', 'Nico Santos', 'Ronny Chieng']",False,102,2021-01-15,Ya en cines,['US'],7.916,1240,25860000,0,25860000,550205
1274,El dictador,The Dictator,['Comedia'],"['English', 'Hebrew']","['Sacha Baron Cohen', 'Ben Kingsley', 'Anna Faris', 'Jason Mantzoukas', 'Sayed Badreya', 'Adeel Akhtar', 'Aasif Mandvi', 'Rizwan Manji', 'Rocky Citron', 'Liam Campora']",False,83,2012-05-15,Ya en cines,"['US', 'GB']",6.19,5648,179400000,65000000,114400000,76493
1275,The Ring (La señal),The Ring,"['Terror', 'Misterio']",['English'],"['Naomi Watts', 'Martin Henderson', 'David Dorfman', 'Brian Cox', 'Jane Alexander', 'Lindsay Frost', 'Amber Tamblyn', 'Rachael Bella', 'Daveigh Chase', 'Shannon Cochran']",True,105,2002-10-18,Ya en cines,['US'],6.666,5941,249348933,48000000,201348933,565
1276,Warrior,Warrior,"['Drama', 'Acción']",['English'],"['Joel Edgerton', 'Tom Hardy', 'Nick Nolte', 'Jennifer Morrison', 'Frank Grillo', 'Kevin Dunn', 'Maximiliano Hernández', 'Bryan Callen', 'Sam Sheridan', 'Fernando Chien']",False,140,2011-09-09,Ya en cines,['US'],7.845,4358,23300000,25000000,-1700000,59440
1277,La ruta hacia El Dorado,The Road to El Dorado,"['Familia', 'Aventura', 'Animación', 'Comedia', 'Fantasía']",['English'],"['Kenneth Branagh', 'Kevin Kline', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos', 'Jim Cummings', 'Frank Welker', 'Tobin Bell', 'Elton John', 'Duncan Marjoribanks']",False,89,2000-03-31,Ya en cines,['US'],7.3,3602,76400000,95000000,-18600000,10501
1278,El príncipe de Egipto,The Prince of Egypt,"['Aventura', 'Animación', 'Drama', 'Familia']","['Hebrew', 'English']","['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock', 'Jeff Goldblum', 'Danny Glover', 'Patrick Stewart', 'Helen Mirren', 'Steve Martin', 'Martin Short']",True,99,1998-12-16,Ya en cines,['US'],7.3,3798,218600000,70000000,148600000,9837
1279,28 días después,28 Days Later,"['Terror', 'Suspense', 'Ciencia ficción']","['Spanish', 'English']","['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson', 'Megan Burns', 'Christopher Eccleston', 'Noah Huntley', 'Luke Mably', 'Stuart McQuarrie', 'Ricci Harnett', 'Leo Bill']",True,113,2002-10-31,Ya en cines,['GB'],7.214,6402,85700000,8000000,77700000,170
1280,(500) Días juntos,(500) Days of Summer,"['Comedia', 'Drama', 'Romance']","['English', 'French', 'Swedish']","['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Geoffrey Arend', 'Chloë Grace Moretz', 'Matthew Gray Gubler', 'Clark Gregg', 'Patricia Belcher', 'Rachel Boston', 'Minka Kelly', 'Charles Walker']",False,95,2009-07-17,Ya en cines,['US'],7.282,9735,60781545,7500000,53281545,19913
1281,99 Homes,99 Homes,['Drama'],['English'],"['Andrew Garfield', 'Michael Shannon', 'Laura Dern', 'Nicole Barré', 'J.D. Evermore', 'Tim Guinee', 'Noah Lomax', 'Clancy Brown', 'Cullen Moss', 'Wayne Pére']",False,112,2015-09-25,Ya en cines,['US'],6.766,719,1411927,8000000,-6588073,283235
1282,Hechizo de luna,Moonstruck,"['Comedia', 'Drama', 'Romance']","['English', 'Italian']","['Cher', 'Nicolas Cage', 'Vincent Gardenia', 'Olympia Dukakis', 'Danny Aiello', 'Julie Bovasso', 'John Mahoney', 'Louis Guss', 'Feodor Chaliapin Jr.', 'Anita Gillette']",False,101,1987-12-16,Ya en cines,['US'],6.855,880,80640528,15000000,65640528,2039
1283,El aviador,The Aviator,['Drama'],['English'],"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alec Baldwin', 'Alan Alda', 'Ian Holm', 'Danny Huston', 'Gwen Stefani', 'Jude Law']",False,170,2004-12-17,Ya en cines,['US'],7.23,5137,213700000,110000000,103700000,2567
1284,Vacaciones,Vacation,['Comedia'],['English'],"['Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins', 'Chris Hemsworth', 'Leslie Mann', 'Chevy Chase', ""Beverly D'Angelo"", 'Charlie Day', 'Catherine Missal']",False,99,2015-07-28,Ya en cines,['US'],6.3,3592,104400000,31000000,73400000,296099
1285,Un hombre de razón,보호자,"['Acción', 'Suspense', 'Drama']",['Korean'],"['Jung Woo-sung', 'Kim Nam-gil', 'Park Sung-woong', 'Kim Jun-han', 'Park You-na', 'Lee Elijah']",False,103,2023-08-15,Ya en cines,['KR'],6.9,67,0,0,0,656156
1286,Fresh,Fresh,"['Terror', 'Suspense']","['English', 'Portuguese', 'Spanish']","['Daisy Edgar-Jones', 'Sebastian Stan', 'Jojo T. Gibbs', 'Andrea Bang', 'Dayo Okeniyi', 'Charlotte Le Bon', 'Brett Dier', 'Alina Maris', 'William Belleau', 'Lachlan Quarmby']",False,114,2022-03-03,Ya en cines,['US'],6.99,1437,0,0,0,787752
1287,The Boogeyman,The Boogeyman,"['Terror', 'Suspense', 'Misterio']",['English'],"['Sophie Thatcher', 'Vivien Lyra Blair', 'Chris Messina', 'David Dastmalchian', 'Marin Ireland', 'Madison Hu', 'Maddie Nichols', 'Mabel Tyler', 'Leeann Ross', 'Shauna Rappold']",False,99,2023-05-31,Ya en cines,['US'],6.5,774,66978229,41900000,25078229,532408
1288,Colegas en el bosque,Open Season,"['Animación', 'Familia', 'Aventura', 'Comedia']",['English'],"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise', 'Debra Messing', 'Billy Connolly', 'Georgia Engel', 'Jon Favreau', 'Jane Krakowski', 'Gordon Tootoosis', 'Patrick Warburton']",True,83,2006-09-27,Ya en cines,['US'],6.154,2643,197300000,85000000,112300000,7484
1289,Congo,Congo,"['Acción', 'Aventura', 'Ciencia ficción']",['English'],"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov', 'Adewale Akinnuoye-Agbaje', 'Joe Don Baker', 'Lorene Noh', 'Mary Ellen Trainor', 'Misty Rosas', 'Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov', 'Adewale Akinnuoye-Agbaje', 'Joe Don Baker', 'Lorene Noh', 'Mary Ellen Trainor', 'Misty Rosas']",False,115,1995-06-09,Ya en cines,['US'],5.526,832,152022101,50000000,102022101,10329
1290,Harry el sucio,Dirty Harry,"['Acción', 'Crimen', 'Suspense']","['Spanish', 'English']","['Clint Eastwood', 'Harry Guardino', 'Reni Santoni', 'John Vernon', 'Andrew Robinson', 'John Larch', 'John Mitchum', 'Mae Mercer', 'Lyn Edgington', 'Ruth Kobart', 'Clint Eastwood', 'Harry Guardino', 'Reni Santoni', 'John Vernon', 'Andrew Robinson', 'John Larch', 'John Mitchum', 'Mae Mercer', 'Lyn Edgington', 'Ruth Kobart']",True,102,1971-12-23,Ya en cines,['US'],7.462,2335,35976000,4000000,31976000,984
1291,Déjà Vu,Déjà Vu,"['Acción', 'Suspense', 'Ciencia ficción']",['English'],"['Denzel Washington', 'Paula Patton', 'Val Kilmer', 'Jim Caviezel', 'Adam Goldberg', 'Elden Henson', 'Erika Alexander', 'Bruce Greenwood', 'Rich Hutchman', 'Matt Craven']",False,126,2006-11-22,Ya en cines,"['US', 'GB']",6.86,4589,180557550,75000000,105557550,7551
1292,Captain Fantastic,Captain Fantastic,"['Aventura', 'Drama']","['Esperanto', 'English']","['Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso', 'Nicholas Hamilton', 'Shree Crooks', 'Charlie Shotwell', 'Trin Miller', 'Frank Langella', 'Ann Dowd']",False,118,2016-07-08,Ya en cines,['US'],7.912,6218,23123592,5000000,18123592,334533
1293,El informe Pelícano,The Pelican Brief,['Suspense'],['English'],"['Julia Roberts', 'Denzel Washington', 'Sam Shepard', 'John Heard', 'Tony Goldwyn', 'James B. Sikking', 'William Atherton', 'Robert Culp', 'Stanley Tucci', 'Hume Cronyn']",False,145,1993-09-17,Ya en cines,['US'],6.593,1478,195268056,45000000,150268056,9944
1294,Catwoman,Catwoman,"['Acción', 'Fantasía', 'Crimen']","['Spanish', 'English']","['Halle Berry', 'Benjamin Bratt', 'Sharon Stone', 'Lambert Wilson', 'Frances Conroy', 'Alex Borstein', 'Michael Massee', 'Byron Mann', 'Kim Smith', 'Christopher Heyerdahl', 'Halle Berry', 'Benjamin Bratt', 'Sharon Stone', 'Lambert Wilson', 'Frances Conroy', 'Alex Borstein', 'Michael Massee', 'Byron Mann', 'Kim Smith', 'Christopher Heyerdahl']",False,104,2004-07-22,Ya en cines,['US'],4.601,3197,82102379,100000000,-17897621,314
1295,Ant-Man y la Avispa,Ant-Man and the Wasp,"['Acción', 'Aventura', 'Ciencia ficción']",['English'],"['Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins', 'Bobby Cannavale', 'Judy Greer', 'T.I.', 'David Dastmalchian', 'Hannah John-Kamen', 'Abby Ryder Fortson', 'Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins', 'Bobby Cannavale', 'Judy Greer', 'T.I.', 'David Dastmalchian', 'Hannah John-Kamen', 'Abby Ryder Fortson']",True,118,2018-07-04,Ya en cines,['US'],6.9,12906,622674139,140000000,482674139,363088
1296,Maligno,Malignant,['Terror'],['English'],"['Annabelle Wallis', 'Maddie Hasson', 'George Young', 'Michole Briana White', 'Susanna Thompson', 'Ingrid Bisu', 'Jean Louisa Kelly', 'Jake Abel', 'Jacqueline McKenzie', 'Christian Clemenson']",False,111,2021-09-01,Ya en cines,['US'],6.802,2169,34900000,40000000,-5100000,619778
1297,ธี่หยด,ธี่หยด,"['Terror', 'Suspense']",['Thai'],"['Nadech Kugimiya', 'Kajbhunditt Jaidee', 'Peerakrit Phacharaboonyakiat', 'Denise Jelilcha Kapaun', 'Rattanawadee Wongtong', 'Nutthacha Padovan', 'Paramej Noiam', 'Arisara Wongchalee', 'Ong-art Cheamcharoenpornkul', 'Porjed Kaenpetch', 'Nadech Kugimiya', 'Kajbhunditt Jaidee', 'Peerakrit Phacharaboonyakiat', 'Denise Jelilcha Kapaun', 'Rattanawadee Wongtong', 'Nutthacha Padovan', 'Paramej Noiam', 'Arisara Wongchalee', 'Ong-art Cheamcharoenpornkul', 'Porjed Kaenpetch']",True,121,2023-10-25,Ya en cines,['TH'],7.488,42,14000000,0,14000000,1134433
1298,Paranormal Activity,Paranormal Activity,"['Terror', 'Misterio']",['English'],"['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs', 'Amber Armstrong', 'Ashley Palmer', 'Crystal Cartwright', 'Spencer Marks', 'Randy McDowell', 'James Piper']",True,86,2007-09-14,Ya en cines,['US'],5.992,4843,193355800,215000,193140800,23827
1299,El hombre invisible,The Invisible Man,"['Suspense', 'Ciencia ficción', 'Terror']",['English'],"['Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Michael Dorman', 'Harriet Dyer', 'Oliver Jackson-Cohen', 'Benedict Hardie', 'Zara Michales', 'Renee Lim', 'Sam Smith', 'Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Michael Dorman', 'Harriet Dyer', 'Oliver Jackson-Cohen', 'Benedict Hardie', 'Zara Michales', 'Renee Lim', 'Sam Smith']",False,110,2020-02-26,Ya en cines,"['AU', 'US']",7.118,5527,144500000,7000000,137500000,570670
1300,El extravagante doctor Dolittle,Doctor Dolittle,"['Música', 'Familia', 'Comedia', 'Fantasía']",['English'],"['Rex Harrison', 'Samantha Eggar', 'Anthony Newley', 'Richard Attenborough', 'Peter Bull', 'Muriel Landers', 'William Dix', 'Geoffrey Holder', 'Portia Nelson', 'Norma Varden', 'Rex Harrison', 'Samantha Eggar', 'Anthony Newley', 'Richard Attenborough', 'Peter Bull', 'Muriel Landers', 'William Dix', 'Geoffrey Holder', 'Portia Nelson', 'Norma Varden']",False,152,1967-12-05,Ya en cines,['US'],6.1,163,9000000,18000000,-9000000,16081
1301,Sully,Sully,"['Drama', 'Historia']",['English'],"['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Anna Gunn', 'Autumn Reeser', 'Holt McCallany', ""Mike O'Malley"", 'Jamey Sheridan', 'Jerry Ferrara', 'Molly Hagan', 'Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Anna Gunn', 'Autumn Reeser', 'Holt McCallany', ""Mike O'Malley"", 'Jamey Sheridan', 'Jerry Ferrara', 'Molly Hagan']",False,96,2016-09-07,Ya en cines,['US'],7.183,6938,240800000,60000000,180800000,363676
1302,Hitman,Hitman,"['Acción', 'Suspense', 'Drama']","['English', 'Russian', 'Serbian']","['Timothy Olyphant', 'Dougray Scott', 'Olga Kurylenko', 'Robert Knepper', 'Ulrich Thomsen', 'Henry Ian Cusick', 'Michael Offei', 'Christian Erickson', 'Ériq Ebouaney', 'Joe Sheridan', 'Timothy Olyphant', 'Dougray Scott', 'Olga Kurylenko', 'Robert Knepper', 'Ulrich Thomsen', 'Henry Ian Cusick', 'Michael Offei', 'Christian Erickson', 'Ériq Ebouaney', 'Joe Sheridan']",True,89,2007-11-21,Ya en cines,['US'],6.119,3163,99965753,24000000,75965753,1620
1303,Trainspotting,Trainspotting,"['Drama', 'Crimen']",['English'],"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler']",True,90,1996-02-23,Ya en cines,['GB'],7.968,9354,72000000,4000000,68000000,627
1304,Mary Poppins,Mary Poppins,"['Comedia', 'Familia', 'Fantasía']",['English'],"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley', 'Karen Dotrice', 'Matthew Garber', 'Elsa Lanchester', 'Arthur Treacher', 'Reginald Owen', 'Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley', 'Karen Dotrice', 'Matthew Garber', 'Elsa Lanchester', 'Arthur Treacher', 'Reginald Owen']",True,139,1964-12-17,Ya en cines,['US'],7.579,4514,103100000,4650000,98450000,433
1305,El club de las luchadoras,Bottoms,['Comedia'],['English'],"['Rachel Sennott', 'Ayo Edebiri', 'Ruby Cruz', 'Havana Rose Liu', 'Kaia Gerber', 'Nicholas Galitzine', 'Miles Fowler', 'Marshawn Lynch', 'Dagmara Domińczyk', 'Punkie Johnson']",False,91,2023-08-25,Ya en cines,['US'],6.714,497,12725395,11300000,1425395,814776
1306,Enemigos públicos,Public Enemies,"['Crimen', 'Historia']",['English'],"['Christian Bale', 'Christian Stolte', 'Jason Clarke', 'Johnny Depp', 'Stephen Graham', 'David Wenham', 'John Judd', 'Stephen Dorff', 'Michael Vieau', 'John Kishline', 'Christian Bale', 'Christian Stolte', 'Jason Clarke', 'Johnny Depp', 'Stephen Graham', 'David Wenham', 'John Judd', 'Stephen Dorff', 'Michael Vieau', 'John Kishline']",False,140,2009-07-01,Ya en cines,['US'],6.681,4286,214104620,100000000,114104620,11322
1307,Rubikon 2056,Rubikon,"['Ciencia ficción', 'Suspense', 'Drama']",['English'],"['Julia Franz Richter', 'Mark Ivanir', 'George Blagden', 'Nicholas Monu', 'Daniela Kong', 'Konstantin Frolov', 'Hannah Rang', 'Lupo Grujcic', 'Jonas Emilian Gerzabek']",False,110,2022-07-01,Ya en cines,"['DE', 'AT']",5.343,118,0,1200000,-1200000,793961
1308,Mi refugio,Le Refuge,['Drama'],['French'],"['Isabelle Carré', 'Louis-Ronan Choisy', 'Pierre Louis-Calixte', 'Melvil Poupaud', 'Claire Vernet', 'Jean-Pierre Andréani', 'Marie Rivière', 'Jérôme Kircher', 'Nicolas Moreau', 'Émile Berling']",False,89,2009-12-11,Ya en cines,['FR'],6.2,75,0,0,0,51971
1309,Mars Attacks!,Mars Attacks!,"['Comedia', 'Fantasía', 'Ciencia ficción']","['English', 'French']","['Jack Nicholson', 'Glenn Close', 'Annette Bening', 'Pierce Brosnan', 'Danny DeVito', 'Martin Short', 'Sarah Jessica Parker', 'Michael J. Fox', 'Rod Steiger', 'Tom Jones']",False,106,1996-12-13,Ya en cines,['US'],6.401,5189,101371017,70000000,31371017,75
1310,El libro de la selva,The Jungle Book,"['Familia', 'Animación', 'Aventura']",['English'],"['Bruce Reitherman', 'Phil Harris', 'Sebastian Cabot', 'George Sanders', 'Sterling Holloway', 'Louis Prima', ""J. Pat O'Malley"", 'Clint Howard', 'Chad Stuart', 'Lord Tim Hudson']",True,78,1967-10-18,Ya en cines,['US'],7.281,6033,378000000,4000000,374000000,9325
1311,Pearl Harbor,Pearl Harbor,"['Bélica', 'Historia', 'Romance', 'Drama', 'Acción']","['French', 'English', 'Japanese']","['Ben Affleck', 'Kate Beckinsale', 'Josh Hartnett', 'Cuba Gooding Jr.', 'Jon Voight', 'Tom Sizemore', 'Alec Baldwin', 'Ewen Bremner', 'William Lee Scott', 'Greg Zola']",False,184,2001-05-21,Ya en cines,['US'],6.939,6236,449200000,140000000,309200000,676
1312,Pinocho,Pinocchio,"['Animación', 'Familia', 'Fantasía']",['English'],"['Dickie Jones', 'Cliff Edwards', 'Christian Rub', 'Evelyn Venable', 'Walter Catlett', 'Mel Blanc', 'Charles Judels', 'Frankie Darro', 'Don Brodie', 'Marion Darlington']",False,90,1940-02-23,Ya en cines,['US'],7.105,5651,164000000,2600000,161400000,10895
1313,¿Conoces a Joe Black?,Meet Joe Black,"['Fantasía', 'Drama', 'Romance']","['Dutch', 'English']","['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jake Weber', 'Marcia Gay Harden', 'Jeffrey Tambor', 'June Squibb', 'Gene Canfield', 'Suzanne Hevner', 'Stephen Adly Guirgis']",False,178,1998-11-12,Ya en cines,['US'],7.328,4905,142940100,90000000,52940100,297
1314,Ratónpolis,Flushed Away,"['Aventura', 'Animación', 'Comedia', 'Familia']",['English'],"['Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno', 'Bill Nighy', 'Andy Serkis', 'Shane Richie', 'Kathy Burke', 'David Suchet', 'Miriam Margolyes']",False,85,2006-10-22,Ya en cines,"['US', 'GB']",6.3,3636,178120010,149000000,29120010,11619
