,Título,Título_original,Genero,Idioma,Actores,Colección/Saga,Duración(min),Lanzamiento,Estado,Origen,Nota,Votos,Ingresos,Presupuesto,Beneficios,id
64,Black Panther,Black Panther,"['Acción', 'Aventura', 'Ciencia ficción']","['English', 'Korean', 'Swahili', 'Xhosa']","['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Florence Kasumba', 'Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Florence Kasumba']",True,134,2018-02-13,Ya en cines,['US'],7.385,21639,1349926083,200000000,1149926083,284054
65,Depredador,Predator,"['Ciencia ficción', 'Acción', 'Aventura', 'Suspense']","['English', 'Spanish']","['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Jesse Ventura', 'Sonny Landham', 'Bill Duke', 'Richard Chaves', 'R. G. Armstrong', 'Shane Black', 'Kevin Peter Hall']",True,102,1987-06-12,Ya en cines,['US'],7.524,7695,98267558,15000000,83267558,106
66,Origen,Inception,"['Acción', 'Ciencia ficción', 'Aventura']","['English', 'French', 'Japanese', 'Swahili']","['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite']",False,148,2010-07-15,Ya en cines,"['US', 'GB']",8.368,35671,825532764,160000000,665532764,27205
67,A ciegas,Bird Box,"['Terror', 'Suspense', 'Drama']",['English'],"['Sandra Bullock', 'Trevante Rhodes', 'John Malkovich', 'Sarah Paulson', 'Jacki Weaver', 'Rosa Salazar', 'Danielle Macdonald', 'Lil Rel Howery', 'Tom Hollander', 'Machine Gun Kelly', 'Sandra Bullock', 'Trevante Rhodes', 'John Malkovich', 'Sarah Paulson', 'Jacki Weaver', 'Rosa Salazar', 'Danielle Macdonald', 'Lil Rel Howery', 'Tom Hollander', 'Machine Gun Kelly']",True,124,2018-12-13,Ya en cines,['US'],6.843,9573,0,19800000,-19800000,405774
68,El justiciero,Death Wish,"['Acción', 'Crimen', 'Drama', 'Suspense']",['English'],"['Bruce Willis', ""Vincent D'Onofrio"", 'Dean Norris', 'Elisabeth Shue', 'Camila Morrone', 'Beau Knapp', 'Kimberly Elise', 'Len Cariou', 'Jack Kesy', 'Ronnie Gene Blevins', 'Bruce Willis', ""Vincent D'Onofrio"", 'Dean Norris', 'Elisabeth Shue', 'Camila Morrone', 'Beau Knapp', 'Kimberly Elise', 'Len Cariou', 'Jack Kesy', 'Ronnie Gene Blevins']",False,107,2018-03-02,Ya en cines,['US'],6.157,2467,34017028,30000000,4017028,395990
69,Damsel,Damsel,"['Fantasía', 'Acción', 'Aventura']",['English'],"['Millie Bobby Brown', 'Ray Winstone', 'Angela Bassett', 'Brooke Carter', 'Nick Robinson', 'Robin Wright', 'Milo Twomey', 'Nicole Joseph', 'Patrice Naiambana', 'Ulli Ackermann']",False,110,2024-03-07,Ya en cines,['US'],7.141,1740,5000,60000000,-59995000,763215
70,X,X,"['Terror', 'Suspense', 'Misterio']",['English'],"['Mia Goth', 'Jenna Ortega', 'Brittany Snow', 'Kid Cudi', 'Martin Henderson', 'Owen Campbell', 'Stephen Ure', 'James Gaylyn', 'Simon Prast', 'Geoff Dolan']",True,105,2022-03-17,Ya en cines,['US'],6.729,2747,14740889,1000000,13740889,760104
71,Sri Asih,Sri Asih,"['Acción', 'Aventura', 'Ciencia ficción', 'Fantasía', 'Drama']","['Indonesian', 'Javanese']","['Pevita Pearce', 'Reza Rahadian', 'Christine Hakim', 'Jefri Nichol', 'Dimas Anggara', 'Surya Saputra', 'Jenny Zhang', 'Ario Bayu', 'Aqi Singgih', 'Randy Pangalila']",False,134,2022-11-17,Ya en cines,['ID'],6.2,85,4577403,1242172,3335231,624091
72,2001: Una odisea del espacio,2001: A Space Odyssey,"['Ciencia ficción', 'Misterio', 'Aventura']","['English', 'Russian']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller']",True,141,1968-04-02,Ya en cines,"['US', 'GB']",8.077,11069,71923560,12000000,59923560,62
73,Megamind contra el sindicato del mal,Megamind vs. the Doom Syndicate,"['Animación', 'Comedia', 'Ciencia ficción']",['English'],"['Keith Ferguson', 'Laura Post', 'Josh Brener', 'Maya Tuttle', 'Emily Tuñon', 'Talon Warburton', 'Scott Adsit', 'Chris Sullivan', 'Tony Hale', 'Adam Lambert']",True,85,2024-03-29,Ya en cines,['US'],5.0,73,9,0,9,1239251
74,Morbius,Morbius,"['Acción', 'Ciencia ficción', 'Fantasía']","['English', 'Greek', 'Norwegian', 'Spanish']","['Jared Leto', 'Matt Smith', 'Adria Arjona', 'Jared Harris', 'Al Madrigal', 'Tyrese Gibson', 'Zaris-Angel Hator', 'Joe Ferrara', 'Charlie Shotwell', 'Joseph Esson']",False,109,2022-03-30,Ya en cines,['US'],6.044,4071,167635712,75000000,92635712,526896
75,Doctor Strange,Doctor Strange,"['Acción', 'Aventura', 'Fantasía']",['English'],"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Zara Phythian']",True,115,2016-10-25,Ya en cines,['US'],7.423,21554,676343174,180000000,496343174,284052
76,Rocky,Rocky,['Drama'],['English'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani']",True,119,1976-11-21,Ya en cines,['US'],7.787,7519,225300000,1000000,224300000,1366
77,Misery,Misery,"['Drama', 'Suspense']",['English'],"['James Caan', 'Kathy Bates', 'Richard Farnsworth', 'Frances Sternhagen', 'Lauren Bacall', 'Graham Jarvis', 'Jerry Potter', 'Thomas Brunelle', 'June Christopher', 'Julie Payne']",False,107,1990-11-30,Ya en cines,['US'],7.756,4424,61300000,20000000,41300000,1700
78,Jade,Jade,"['Acción', 'Suspense']",['English'],"['Shaina West', 'Mickey Rourke', 'Katherine McNamara', 'Mark Dacascos', 'Marcus Aurelio', 'Marcus Vincios Maciel', 'Chris Bruno', 'Sean McNabb', 'Keith Jardine', 'Steven Michael Quezada']",False,0,2024-02-16,Ya en cines,['US'],5.7,20,0,0,0,849509
79,La primera profecía,The First Omen,['Terror'],"['English', 'Italian']","['Nell Tiger Free', 'Ralph Ineson', 'Sônia Braga', 'Bill Nighy', 'María Caballero', 'Nicole Sorace', 'Tawfeek Barhom', 'Charles Dance', 'Ishtar Currie Wilson', 'Andrea Arcangeli']",True,119,2024-04-03,Ya en cines,['US'],6.6,139,50711732,30000000,20711732,437342
80,Superman,Superman,"['Ciencia ficción', 'Acción', 'Aventura']",['English'],"['Christopher Reeve', 'Marlon Brando', 'Gene Hackman', 'Ned Beatty', 'Jackie Cooper', 'Glenn Ford', 'Trevor Howard', 'Margot Kidder', ""Jack O'Halloran"", 'Valerie Perrine']",True,143,1978-12-14,Ya en cines,['US'],7.134,3642,300500000,55000000,245500000,1924
81,Serenity,Serenity,"['Ciencia ficción', 'Acción', 'Aventura', 'Suspense']","['English', 'Mandarin']","['Nathan Fillion', 'Summer Glau', 'Gina Torres', 'Alan Tudyk', 'Morena Baccarin', 'Adam Baldwin', 'Jewel Staite', 'Sean Maher', 'Ron Glass', 'Chiwetel Ejiofor', 'Nathan Fillion', 'Summer Glau', 'Gina Torres', 'Alan Tudyk', 'Morena Baccarin', 'Adam Baldwin', 'Jewel Staite', 'Sean Maher', 'Ron Glass', 'Chiwetel Ejiofor']",False,119,2005-09-25,Ya en cines,['US'],7.377,3346,38869464,39000000,-130536,16320
82,"BATALLA DE LOS HEREDEROS ""VIKINGOS""",Vikings: Battle of Heirs,['Acción'],['English'],"['Amber Doig-Thorne', 'Iris Papas', 'Gaston Alexander', 'Christabel Clark', 'Nazeku', 'Andrew Wheeler', 'Jamie Littlewood']",False,82,2023-04-28,Ya en cines,"['US', 'GB']",6.05,30,0,0,0,1049948
83,Donnie Darko,Donnie Darko,"['Fantasía', 'Drama', 'Misterio']",['English'],"['Jake Gyllenhaal', 'Jena Malone', 'James Duval', 'Drew Barrymore', 'Beth Grant', 'Maggie Gyllenhaal', 'Mary McDonnell', 'Holmes Osborne', 'Noah Wyle', 'Katharine Ross']",True,113,2001-01-19,Ya en cines,['US'],7.779,11995,7500000,4500000,3000000,141
84,Del revés 2 (Inside Out 2),Inside Out 2,"['Animación', 'Familia', 'Drama', 'Aventura', 'Fantasía']",['English'],"['Amy Poehler', 'Lewis Black', 'Phyllis Smith', 'Tony Hale', 'Liza Lapira', 'Maya Hawke', 'Ayo Edebiri', 'Adèle Exarchopoulos', 'Paul Walter Hauser', 'Kensington Tallman', 'Amy Poehler', 'Lewis Black', 'Phyllis Smith', 'Tony Hale', 'Liza Lapira', 'Maya Hawke', 'Ayo Edebiri', 'Adèle Exarchopoulos', 'Paul Walter Hauser', 'Kensington Tallman']",True,100,2024-06-06,En post producción,['US'],0.0,0,0,0,0,1022789
85,La llegada,Arrival,"['Drama', 'Ciencia ficción', 'Misterio']","['Mandarin', 'English', 'Russian']","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma', ""Mark O'Brien"", 'Julia Scarlett Dan', 'Abigail Pniowsky', 'Jadyn Malone', 'Carmela Nozza Guizzo', 'Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma', ""Mark O'Brien"", 'Julia Scarlett Dan', 'Abigail Pniowsky', 'Jadyn Malone', 'Carmela Nozza Guizzo']",False,116,2016-11-10,Ya en cines,['US'],7.602,17231,203388186,47000000,156388186,329865
86,RoboCop,RoboCop,"['Acción', 'Suspense', 'Ciencia ficción']",['English'],"['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy"", 'Ronny Cox', 'Kurtwood Smith', 'Miguel Ferrer', 'Robert DoQui', 'Ray Wise', 'Felton Perry', 'Paul McCrane']",True,102,1987-07-17,Ya en cines,['US'],7.313,4875,53424681,13000000,40424681,5548
87,Deadpool 2,Deadpool 2,"['Acción', 'Comedia', 'Aventura']","['Cantonese', 'English', 'Russian', 'Spanish']","['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T.J. Miller', 'Leslie Uggams', 'Karan Soni', 'Brianna Hildebrand', 'Jack Kesy']",True,123,2018-05-10,Ya en cines,['US'],7.487,17033,785896632,110000000,675896632,383498
88,Imaginary,Imaginary,"['Terror', 'Misterio', 'Suspense']",['English'],"['DeWanda Wise', 'Taegen Burns', 'Pyper Braun', 'Betty Buckley', 'Tom Payne', 'Veronica Falcón', 'Sam Salary', 'Matthew Sato', 'Alix Angelis', 'Wanetah Walmsley']",False,104,2024-03-06,Ya en cines,['US'],6.288,271,39010693,13000000,26010693,1125311
89,Kate,Kate,['Acción'],"['English', 'Japanese']","['Mary Elizabeth Winstead', 'Miku Martineau', 'Woody Harrelson', 'Tadanobu Asano', 'Jun Kunimura', 'MIYAVI', 'Michiel Huisman', 'Mari Yamamoto', 'Hirotaka Renge', 'Kazuya Tanabe', 'Mary Elizabeth Winstead', 'Miku Martineau', 'Woody Harrelson', 'Tadanobu Asano', 'Jun Kunimura', 'MIYAVI', 'Michiel Huisman', 'Mari Yamamoto', 'Hirotaka Renge', 'Kazuya Tanabe']",False,95,2021-09-10,Ya en cines,['US'],6.643,1418,0,0,0,597891
90,Becoming,Becoming,['Documental'],['English'],"['Michelle Obama', 'Barack Obama', 'Phoebe Robinson', 'Sasha Obama', 'Malia Ann', 'Oprah Winfrey', 'Reese Witherspoon', 'Stephen Colbert', ""Conan O'Brien"", 'Gayle King', 'Michelle Obama', 'Barack Obama', 'Phoebe Robinson', 'Sasha Obama', 'Malia Ann', 'Oprah Winfrey', 'Reese Witherspoon', 'Stephen Colbert', ""Conan O'Brien"", 'Gayle King']",False,89,2020-05-06,Ya en cines,['US'],7.4,146,0,0,0,699280
91,Múltiple,Split,"['Terror', 'Suspense']",['English'],"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington', 'James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington']",False,117,2017-01-19,Ya en cines,['US'],7.343,16866,278454358,9000000,269454358,381288
92,Pobres criaturas,Poor Things,"['Ciencia ficción', 'Romance', 'Comedia']","['English', 'French', 'Portuguese']","['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef', 'Christopher Abbott', 'Suzy Bemba', 'Jerrod Carmichael', 'Kathryn Hunter', 'Vicki Pepperdine', 'Hanna Schygulla', 'Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef', 'Christopher Abbott', 'Suzy Bemba', 'Jerrod Carmichael', 'Kathryn Hunter', 'Vicki Pepperdine', 'Hanna Schygulla']",False,141,2023-12-07,Ya en cines,['US'],7.79,3287,117193959,35000000,82193959,792307
93,Aquaman,Aquaman,"['Acción', 'Aventura', 'Fantasía']",['English'],"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson', 'Nicole Kidman', 'Dolph Lundgren', 'Yahya Abdul-Mateen II', 'Temuera Morrison', 'Ludi Lin', 'Michael Beach']",True,142,2018-12-07,Ya en cines,['US'],6.896,13657,1152028393,160000000,992028393,297802
94,Dark City,Dark City,"['Misterio', 'Ciencia ficción']",['English'],"['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien"", 'Ian Richardson', 'Bruce Spence', 'Colin Friels', 'John Bluthal', 'Mitchell Butel']",False,100,1998-02-27,Ya en cines,"['AU', 'US']",7.324,2674,27200000,27000000,200000,2666
95,Cazafantasmas: Imperio helado,Ghostbusters: Frozen Empire,"['Fantasía', 'Aventura', 'Comedia']",['English'],"['Mckenna Grace', 'Paul Rudd', 'Carrie Coon', 'Finn Wolfhard', 'Dan Aykroyd', 'Kumail Nanjiani', 'Patton Oswalt', ""Celeste O'Connor"", 'Logan Kim', 'Emily Alyn Lind', 'Mckenna Grace', 'Paul Rudd', 'Carrie Coon', 'Finn Wolfhard', 'Dan Aykroyd', 'Kumail Nanjiani', 'Patton Oswalt', ""Celeste O'Connor"", 'Logan Kim', 'Emily Alyn Lind']",True,115,2024-03-20,Ya en cines,['US'],6.4,383,195102874,100000000,95102874,967847
96,La guerra del planeta de los simios,War for the Planet of the Apes,"['Drama', 'Ciencia ficción', 'Bélica']",['English'],"['Andy Serkis', 'Woody Harrelson', 'Karin Konoval', 'Terry Notary', 'Steve Zahn', 'Amiah Miller', 'Ty Olsson', 'Michael Adamthwaite', 'Toby Kebbell', 'Gabriel Chavarria', 'Andy Serkis', 'Woody Harrelson', 'Karin Konoval', 'Terry Notary', 'Steve Zahn', 'Amiah Miller', 'Ty Olsson', 'Michael Adamthwaite', 'Toby Kebbell', 'Gabriel Chavarria']",True,140,2017-07-11,Ya en cines,"['US', 'CA']",7.176,8429,490700000,150000000,340700000,281338
97,Gravity,Gravity,"['Ciencia ficción', 'Suspense', 'Drama']",['English'],"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage']",False,93,2013-10-03,Ya en cines,"['US', 'GB']",7.164,14911,723192705,105000000,618192705,49047
98,El planeta de los simios,Planet of the Apes,"['Suspense', 'Ciencia ficción', 'Acción', 'Aventura']",['English'],"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter', 'Michael Clarke Duncan', 'Kris Kristofferson', 'Estella Warren', 'Paul Giamatti', 'Cary-Hiroyuki Tagawa', 'David Warner', 'Erick Avari', 'Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter', 'Michael Clarke Duncan', 'Kris Kristofferson', 'Estella Warren', 'Paul Giamatti', 'Cary-Hiroyuki Tagawa', 'David Warner', 'Erick Avari']",False,119,2001-07-25,Ya en cines,['US'],5.742,3855,362211740,100000000,262211740,869
99,Con Air (Convictos en el aire),Con Air,"['Acción', 'Suspense', 'Crimen']",['English'],"['Nicolas Cage', 'John Malkovich', 'John Cusack', 'Ving Rhames', 'Mykelti Williamson', 'Dave Chappelle', 'Colm Meaney', 'Monica Potter', 'Landry Allbright', 'Rachel Ticotin']",False,116,1997-06-05,Ya en cines,['US'],6.746,3977,224012234,75000000,149012234,1701
100,La noche de Halloween,Halloween,"['Terror', 'Suspense']",['English'],"['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'Will Patton', 'Virginia Gardner', 'Nick Castle', 'Toby Huss', 'Drew Scheid', 'Miles Robbins', 'Dylan Arnold']",True,109,2018-10-18,Ya en cines,['US'],6.554,4523,259900000,10000000,249900000,424139
101,The Creator,The Creator,"['Acción', 'Aventura', 'Ciencia ficción']","['English', 'Japanese', 'Thai', 'Vietnamese']","['John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson']",False,133,2023-09-27,Ya en cines,['US'],7.098,2615,104000000,80000000,24000000,670292
102,Predator: La presa,Prey,"['Suspense', 'Acción', 'Ciencia ficción']","['English', 'French']","['Amber Midthunder', 'Dakota Beavers', 'Michelle Thrush', 'Stormee Kipp', 'Julian Black Antelope', 'Dane DiLiegro', 'Stefany Mathias', 'Bennett Taylor', 'Mike Paterson', 'Nelson Leis']",True,100,2022-08-02,Ya en cines,['US'],7.722,6293,0,65000000,-65000000,766507
103,Babylon,Babylon,"['Drama', 'Comedia']","['Cantonese', 'English', 'Spanish']","['Brad Pitt', 'Margot Robbie', 'Diego Calva', 'Jean Smart', 'Flea', 'Jovan Adepo', 'J.C. Currais', 'Jimmy Ortega', 'Hansford Prince', 'Telvin Griffin']",False,188,2022-12-22,Ya en cines,['US'],7.412,2779,63363579,78000000,-14636421,615777
104,Juez Dredd,Judge Dredd,['Ciencia ficción'],['English'],"['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow', 'Max von Sydow', 'Christopher Adamson', 'Joanna Miles', 'Joan Chen', 'Balthazar Getty']",False,96,1995-06-30,Ya en cines,['US'],5.794,2305,113493481,90000000,23493481,9482
105,Spider-Man: No Way Home,Spider-Man: No Way Home,"['Acción', 'Aventura', 'Ciencia ficción']","['English', 'Tagalog']","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori']",True,148,2021-12-15,Ya en cines,['US'],7.967,19357,1921847111,200000000,1721847111,634649
106,Silencio,Silence,"['Drama', 'Historia']","['Japanese', 'English']","['Andrew Garfield', 'Adam Driver', 'Liam Neeson', 'Tadanobu Asano', 'Ciarán Hinds', 'Issey Ogata', 'Shinya Tsukamoto', 'Yoshi Oida', 'Yosuke Kubozuka', 'Kaoru Endô']",False,159,2016-12-22,Ya en cines,"['US', 'MX', 'TW']",7.124,2953,23700000,46000000,-22300000,68730
107,Spider-Man. Homecoming,Spider-Man: Homecoming,"['Acción', 'Aventura', 'Ciencia ficción', 'Drama']",['English'],"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier']",True,129,2017-07-05,Ya en cines,['US'],7.337,21189,880166924,175000000,705166924,315635
108,El origen del planeta de los simios,Rise of the Planet of the Apes,"['Suspense', 'Acción', 'Drama', 'Ciencia ficción']",['English'],"['Andy Serkis', 'James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox', 'Tom Felton', 'Tyler Labine', 'Karin Konoval', 'Terry Notary', 'Christopher Gordon']",True,105,2011-08-03,Ya en cines,['US'],7.305,11271,482900000,93000000,389900000,61791
109,ココロとカラダ,ココロとカラダ,['Drama'],['Japanese'],"['Hiroko Akune', 'Misaki Mori', 'Yoshinori Horimoto', 'Mansaku Ikeuchi', 'Daisuke Sasagawa', 'Taijirō Tamura', 'Nuts Tanahashi']",False,83,2004-12-11,Ya en cines,['JP'],7.5,5,0,0,0,467407
110,Venom,Venom,"['Ciencia ficción', 'Acción']","['Mandarin', 'English', 'Malay']","['Tom Hardy', 'Michelle Williams', 'Riz Ahmed', 'Scott Haze', 'Reid Scott', 'Jenny Slate', 'Melora Walters', 'Woody Harrelson', 'Peggy Lu', 'Malcolm C. Murray']",True,112,2018-09-28,Ya en cines,['US'],6.828,15295,856085151,116000000,740085151,335983
111,Rivales,Challengers,"['Drama', 'Romance']",['English'],"['Zendaya', ""Josh O'Connor"", 'Mike Faist', 'Darnell Appling', 'Bryan Doo', 'Shane T Harris', 'Nada Despotovich', 'Joan Mcshane', 'Chris Fowler', 'Mary Joe Fernández']",False,132,2024-04-18,Ya en cines,['US'],7.46,392,52036634,55000000,-2963366,937287
112,Contacto con la muerte,Baghead,['Terror'],['English'],"['Freya Allan', 'Jeremy Irvine', 'Ruby Barker', 'Peter Mullan', 'Anne Müller', 'Svenja Jung', 'Ned Dennehy', 'Julika Jenkins', 'Saffron Burrows', 'Felix Römer']",False,95,2023-12-28,Ya en cines,['GB'],6.761,176,6278395,0,6278395,845783
113,El vacío,The Void,"['Misterio', 'Terror', 'Ciencia ficción']",['English'],"['Aaron Poole', 'Kathleen Munroe', 'Art Hindle', 'Daniel Fathers', 'Kenneth Welsh', 'Ellen Wong', 'Stephanie Belding', 'Mik Byskov', 'Grace Munro', 'James Millington']",False,85,2016-09-22,Ya en cines,['CA'],5.942,1159,151042,0,151042,378018
114,Blade,Blade,['Fantasía'],['English'],"['Mahershala Ali', 'Delroy Lindo', 'Mia Goth']",False,0,2025-11-05,Aún planeándola,['US'],0.0,0,0,0,0,617127
115,Abigail,Abigail,"['Terror', 'Suspense', 'Comedia']",['English'],"['Melissa Barrera', 'Dan Stevens', 'Alisha Weir', 'Kathryn Newton', 'Kevin Durand', 'William Catlett', 'Angus Cloud', 'Giancarlo Esposito', 'Matthew Goode']",False,109,2024-04-18,Ya en cines,['US'],6.9,96,28536335,28000000,536335,1111873
116,Lady Bird,Lady Bird,"['Drama', 'Comedia']",['English'],"['Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts', 'Beanie Feldstein', 'Lucas Hedges', 'Timothée Chalamet', 'Stephen McKinley Henderson', 'Jordan Rodrigues', 'Marielle Scott', 'Lois Smith']",False,94,2017-09-01,Ya en cines,['US'],7.269,8169,79000000,10000000,69000000,391713
117,Baby Driver,Baby Driver,"['Acción', 'Crimen']",['English'],"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm', 'Jamie Foxx', 'Jon Bernthal', 'Eiza González', 'Flea', 'CJ Jones', 'Lanny Joon']",True,115,2017-06-28,Ya en cines,['GB'],7.449,15172,226945087,34000000,192945087,339403
118,La monja,The Nun,['Terror'],"['Mandarin', 'French', 'English', 'Latin', 'Romanian']","['Taissa Farmiga', 'Demián Bichir', 'Bonnie Aarons', 'Jonas Bloquet', 'Ingrid Bisu', 'Patrick Wilson', 'Vera Farmiga', 'Lili Taylor', 'Charlotte Hope', 'Sandra Teles']",True,96,2018-09-05,Ya en cines,['US'],5.891,6429,366082797,22000000,344082797,439079
119,Seven,Se7en,"['Crimen', 'Misterio', 'Suspense']",['English'],"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini', 'Peter Crombie', 'Reg E. Cathey', 'R. Lee Ermey', 'Daniel Zacapa', 'Andrew Kevin Walker', 'George Christy']",False,127,1995-09-22,Ya en cines,['US'],8.373,20300,327311859,33000000,294311859,807
